linie,richtung,betriebsdatum,fahrzeug,kurs,seq_von,halt_diva_von,halt_punkt_diva_von,halt_kurz_von1,datum_von,soll_an_von,ist_an_von,soll_ab_von,ist_ab_von,seq_nach,halt_diva_nach,halt_punkt_diva_nach,halt_kurz_nach1,datum_nach,soll_an_nach,ist_an_nach1,soll_ab_nach,ist_ab_nach,fahrt_id,fahrweg_id,fw_no,fw_typ,fw_kurz,fw_lang                               ,umlauf_von,halt_id_von,halt_id_nach,halt_punkt_id_von,halt_punkt_id_nach
4    ,2       ,04.01.21     ,3025    ,7   ,21     ,3453         ,1                  ,TECH          ,04.01.21 ,55308      ,55272     ,55320      ,55283     ,22      ,718           ,1                   ,TONA           ,04.01.21  ,55368       ,55332       ,55386       ,55344      ,26179   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241957    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,04.01.21     ,2088    ,8   ,21     ,3453         ,1                  ,TECH          ,04.01.21 ,70158      ,70150     ,70170      ,70160     ,22      ,718           ,1                   ,TONA           ,04.01.21  ,70218       ,70215       ,70236       ,70226      ,26217   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241498    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,04.01.21     ,4002    ,6   ,21     ,3453         ,1                  ,TECH          ,04.01.21 ,59322      ,59302     ,59340      ,59314     ,22      ,718           ,1                   ,TONA           ,04.01.21  ,59388       ,59366       ,59412       ,59382      ,26154   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241410    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,04.01.21     ,4002    ,6   ,21     ,3453         ,1                  ,TECH          ,04.01.21 ,45858      ,45875     ,45870      ,45885     ,22      ,718           ,1                   ,TONA           ,04.01.21  ,45918       ,45938       ,45936       ,45949      ,26148   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241410    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,04.01.21     ,3001    ,5   ,21     ,3453         ,1                  ,TECH          ,04.01.21 ,63822      ,63801     ,63840      ,63824     ,22      ,718           ,1                   ,TONA           ,04.01.21  ,63888       ,63875       ,63912       ,63898      ,26122   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,244435    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,04.01.21     ,2074    ,4   ,21     ,3453         ,1                  ,TECH          ,04.01.21 ,77802      ,77836     ,77814      ,77848     ,22      ,718           ,1                   ,TONA           ,04.01.21  ,77862       ,77903       ,77874       ,77913      ,26093   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241106    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,04.01.21     ,2012    ,2   ,21     ,3453         ,1                  ,TECH          ,04.01.21 ,48558      ,48542     ,48570      ,48551     ,22      ,718           ,1                   ,TONA           ,04.01.21  ,48618       ,48601       ,48636       ,48616      ,26014   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,242678    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,04.01.21     ,2012    ,2   ,21     ,3453         ,1                  ,TECH          ,04.01.21 ,35058      ,34999     ,35070      ,35014     ,22      ,718           ,1                   ,TONA           ,04.01.21  ,35118       ,35065       ,35136       ,35079      ,26008   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,242678    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,04.01.21     ,2071    ,10  ,21     ,3453         ,1                  ,TECH          ,04.01.21 ,34158      ,34129     ,34170      ,34141     ,22      ,718           ,1                   ,TONA           ,04.01.21  ,34218       ,34202       ,34236       ,34216      ,26263   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,242959    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,03.01.21     ,3029    ,9   ,21     ,3453         ,1                  ,TECH          ,04.01.21 ,2142       ,2106      ,2154       ,2117      ,22      ,718           ,1                   ,TONA           ,04.01.21  ,2202        ,2163        ,2214        ,2168       ,686     ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,244122    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,03.01.21     ,3001    ,7   ,21     ,3453         ,1                  ,TECH          ,04.01.21 ,1242       ,1186      ,1254       ,1192      ,22      ,718           ,1                   ,TONA           ,04.01.21  ,1302        ,1261        ,1314        ,1272       ,652     ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,243994    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,03.01.21     ,3088    ,5   ,21     ,3453         ,1                  ,TECH          ,04.01.21 ,342        ,400       ,354        ,415       ,22      ,718           ,1                   ,TONA           ,04.01.21  ,402         ,472         ,414         ,481        ,593     ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,242253    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3082    ,7   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,23832      ,23837     ,23844      ,23848     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,23892       ,23906       ,23904       ,23918      ,26165   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241957    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,4001    ,1   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,52608      ,52657     ,52620      ,52669     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,52668       ,52746       ,52686       ,52763      ,25989   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,243905    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3004    ,9   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,56208      ,56199     ,56220      ,56210     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,56268       ,56265       ,56286       ,56281      ,26238   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,243705    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3029    ,3   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,49008      ,49059     ,49020      ,49069     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,49068       ,49116       ,49086       ,49128      ,26048   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241430    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3010    ,5   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,58908      ,58981     ,58920      ,58995     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,58968       ,59039       ,58986       ,59054      ,26120   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,244435    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2055    ,6   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,36858      ,36817     ,36870      ,36829     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,36918       ,36874       ,36936       ,36887      ,26144   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241410    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3082    ,7   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,59772      ,59780     ,59790      ,59790     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,59838       ,59838       ,59862       ,59853      ,26181   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241957    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2074    ,10  ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,29634      ,29616     ,29646      ,29631     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,29700       ,29696       ,29718       ,29710      ,26261   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,242959    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2084    ,4   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,40458      ,40447     ,40470      ,40458     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,40518       ,40501       ,40536       ,40516      ,26077   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241106    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3029    ,3   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,44508      ,44464     ,44520      ,44475     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,44568       ,44526       ,44586       ,44539      ,26046   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241430    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3029    ,3   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,26484      ,26468     ,26496      ,26478     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,26550       ,26526       ,26568       ,26540      ,26038   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241430    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2082    ,8   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,42258      ,42268     ,42270      ,42276     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,42318       ,42327       ,42336       ,42341      ,26205   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241498    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3082    ,7   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,41808      ,41747     ,41820      ,41758     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,41868       ,41810       ,41886       ,41828      ,26173   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241957    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2074    ,10  ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,71058      ,71044     ,71070      ,71051     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,71118       ,71100       ,71136       ,71115      ,26279   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,242959    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3004    ,9   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,84042      ,84018     ,84054      ,84026     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,84102       ,84080       ,84114       ,84089      ,26250   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,243705    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3029    ,3   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,62922      ,62989     ,62940      ,63000     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,62988       ,63048       ,63012       ,63061      ,26054   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241430    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3010    ,5   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,73692      ,73730     ,73704      ,73743     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,73752       ,73788       ,73764       ,73799      ,26126   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,244435    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2055    ,6   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,64272      ,64240     ,64290      ,64254     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,64338       ,64307       ,64362       ,64318      ,26156   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241410    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2055    ,6   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,74202      ,74179     ,74214      ,74188     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,74262       ,74236       ,74274       ,74254      ,26160   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241410    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2082    ,8   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,37758      ,37771     ,37770      ,37780     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,37818       ,37832       ,37836       ,37851      ,26203   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241498    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2089    ,11  ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,61572      ,61557     ,61590      ,61568     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,61638       ,61619       ,61662       ,61643      ,26285   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,243559    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2074    ,10  ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,66072      ,66054     ,66090      ,66067     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,66138       ,66117       ,66162       ,66132      ,26277   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,242959    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3029    ,3   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,21942      ,21926     ,21954      ,21935     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,22002       ,21983       ,22014       ,21995      ,26036   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241430    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3010    ,5   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,82602      ,82585     ,82614      ,82596     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,82662       ,82642       ,82674       ,82652      ,26130   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,244435    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2055    ,6   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,32358      ,32337     ,32370      ,32350     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,32418       ,32395       ,32436       ,32410      ,26142   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241410    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2082    ,8   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,70158      ,70142     ,70170      ,70155     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,70218       ,70202       ,70236       ,70214      ,26217   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241498    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2082    ,8   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,55758      ,55709     ,55770      ,55718     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,55818       ,55766       ,55836       ,55783      ,26211   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241498    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2084    ,4   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,68298      ,68328     ,68310      ,68347     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,68358       ,68402       ,68376       ,68416      ,26089   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241106    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2036    ,2   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,57558      ,57529     ,57570      ,57537     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,57618       ,57592       ,57636       ,57606      ,26018   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,242678    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3010    ,5   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,22842      ,22848     ,22854      ,22858     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,22902       ,22908       ,22914       ,22919      ,26104   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,244435    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3010    ,5   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,68778      ,68745     ,68790      ,68763     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,68838       ,68813       ,68856       ,68827      ,26124   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,244435    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,4001    ,1   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,62022      ,62072     ,62040      ,62086     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,62088       ,62130       ,62112       ,62143      ,25993   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,243905    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2089    ,11  ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,76002      ,76134     ,76014      ,76139     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,76062       ,76187       ,76074       ,76209      ,26291   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,243559    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3004    ,9   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,65622      ,65632     ,65640      ,65644     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,65688       ,65690       ,65712       ,65721      ,26242   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,243705    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2084    ,4   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,77802      ,77854     ,77814      ,77864     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,77862       ,77917       ,77874       ,77929      ,26093   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241106    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2074    ,10  ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,61122      ,61106     ,61140      ,61118     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,61188       ,61168       ,61212       ,61185      ,26275   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,242959    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3004    ,9   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,75402      ,75405     ,75414      ,75414     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,75462       ,75466       ,75474       ,75478      ,26246   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,243705    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3004    ,9   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,60672      ,60666     ,60690      ,60678     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,60738       ,60733       ,60762       ,60747      ,26240   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,243705    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2055    ,6   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,41358      ,41315     ,41370      ,41324     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,41418       ,41369       ,41436       ,41382      ,26146   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241410    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3082    ,7   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,79002      ,78978     ,79014      ,78992     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,79062       ,79045       ,79074       ,79059      ,26189   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241957    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,4001    ,1   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,57108      ,57156     ,57120      ,57166     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,57168       ,57220       ,57186       ,57235      ,25991   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,243905    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3010    ,5   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,36408      ,36411     ,36420      ,36424     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,36468       ,36471       ,36486       ,36492      ,26110   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,244435    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3082    ,7   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,37308      ,37233     ,37320      ,37246     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,37368       ,37294       ,37386       ,37304      ,26171   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241957    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3029    ,3   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,77202      ,77217     ,77214      ,77227     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,77262       ,77282       ,77274       ,77292      ,26060   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241430    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2036    ,2   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,76602      ,76548     ,76614      ,76558     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,76662       ,76608       ,76674       ,76617      ,26026   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,242678    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2036    ,2   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,62472      ,62459     ,62490      ,62469     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,62538       ,62530       ,62562       ,62544      ,26020   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,242678    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,4001    ,1   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,25632      ,25701     ,25644      ,25713     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,25692       ,25765       ,25704       ,25778      ,25977   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,243905    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3004    ,9   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,51708      ,51694     ,51720      ,51706     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,51768       ,51759       ,51786       ,51771      ,26236   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,243705    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,4001    ,1   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,39108      ,39113     ,39120      ,39123     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,39168       ,39178       ,39186       ,39194      ,25983   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,243905    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3010    ,5   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,40908      ,40913     ,40920      ,40924     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,40968       ,40974       ,40986       ,40991      ,26112   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,244435    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2074    ,10  ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,34158      ,34109     ,34170      ,34117     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,34218       ,34160       ,34236       ,34181      ,26263   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,242959    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3004    ,9   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,42708      ,42627     ,42720      ,42642     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,42768       ,42682       ,42786       ,42693      ,26232   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,243705    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,4001    ,1   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,66972      ,66937     ,66990      ,66946     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,67038       ,66998       ,67062       ,67031      ,25995   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,243905    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3010    ,5   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,27384      ,27404     ,27396      ,27418     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,27450       ,27472       ,27468       ,27489      ,26106   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,244435    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3010    ,5   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,45408      ,45445     ,45420      ,45456     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,45468       ,45505       ,45486       ,45521      ,26114   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,244435    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2036    ,2   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,48558      ,48520     ,48570      ,48530     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,48618       ,48577       ,48636       ,48591      ,26014   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,242678    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3082    ,7   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,46308      ,46244     ,46320      ,46253     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,46368       ,46306       ,46386       ,46319      ,26175   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241957    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3004    ,9   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,29184      ,29168     ,29196      ,29178     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,29250       ,29229       ,29268       ,29245      ,26226   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,243705    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2084    ,4   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,31434      ,31453     ,31446      ,31473     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,31500       ,31522       ,31518       ,31538      ,26073   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241106    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3029    ,3   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,35508      ,35520     ,35520      ,35529     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,35568       ,35579       ,35586       ,35593      ,26042   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241430    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2036    ,2   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,80802      ,80833     ,80814      ,80842     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,80862       ,80893       ,80874       ,80901      ,26028   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,242678    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3010    ,5   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,31884      ,31915     ,31896      ,31927     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,31950       ,31975       ,31968       ,31989      ,26108   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,244435    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2055    ,6   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,69258      ,69237     ,69270      ,69245     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,69318       ,69298       ,69336       ,69308      ,26158   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241410    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,3082    ,7   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,32808      ,32800     ,32820      ,32810     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,32868       ,32865       ,32886       ,32878      ,26169   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241957    ,2589       ,2630        ,47391            ,45205             
4    ,2       ,05.01.21     ,2084    ,4   ,21     ,3453         ,1                  ,TECH          ,05.01.21 ,49458      ,49490     ,49470      ,49499     ,22      ,718           ,1                   ,TONA           ,05.01.21  ,49518       ,49551       ,49536       ,49561      ,26081   ,138614    ,2    ,1     ,2      ,BTIE - BALN                           ,241106    ,2589       ,2630        ,47391            ,45205             
