linie,richtung,betriebsdatum,fahrzeug,kurs,seq_von,halt_diva_von,halt_punkt_diva_von,halt_kurz_von1,datum_von,soll_an_von,ist_an_von,soll_ab_von,ist_ab_von,seq_nach,halt_diva_nach,halt_punkt_diva_nach,halt_kurz_nach1,datum_nach,soll_an_nach,ist_an_nach1,soll_ab_nach,ist_ab_nach,fahrt_id,fahrweg_id,fw_no,fw_typ,fw_kurz,fw_lang                               ,umlauf_von,halt_id_von,halt_id_nach,halt_punkt_id_von,halt_punkt_id_nach
4    ,1       ,03.01.21     ,3001    ,7   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,51870      ,51890     ,51882      ,51900     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,51930       ,51945       ,51948       ,51959      ,637     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243994    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3001    ,7   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,37470      ,37476     ,37482      ,37486     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,37530       ,37536       ,37548       ,37547      ,631     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243994    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3038    ,3   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,45270      ,45258     ,45282      ,45272     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,45330       ,45320       ,45348       ,45330      ,542     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243234    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3025    ,1   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,85620      ,85606     ,85632      ,85622     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,85680       ,85674       ,85698       ,85686      ,507     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,242264    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3025    ,1   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,25320      ,25340     ,25332      ,25347     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,25380       ,25398       ,25398       ,25409      ,481     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,242264    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3001    ,7   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,19020      ,18988     ,19032      ,18997     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,19080       ,19044       ,19098       ,19056      ,623     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243994    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3025    ,1   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,81570      ,81560     ,81582      ,81570     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,81630       ,81618       ,81648       ,81627      ,505     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,242264    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3001    ,7   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,47070      ,47070     ,47082      ,47080     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,47130       ,47127       ,47148       ,47138      ,635     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243994    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,2043    ,2   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,30720      ,30722     ,30732      ,30724     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,30780       ,30772       ,30798       ,30807      ,517     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,241201    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3025    ,1   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,20820      ,20857     ,20832      ,20866     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,20880       ,20914       ,20898       ,20923      ,479     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,242264    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3088    ,5   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,65070      ,65057     ,65082      ,65071     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,65130       ,65117       ,65148       ,65129      ,584     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,242253    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,4001    ,6   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,74910      ,74929     ,74922      ,74939     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,74970       ,74981       ,74988       ,74995      ,615     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,241483    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3060    ,11  ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,53070      ,53051     ,53082      ,53061     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,53130       ,53103       ,53148       ,53122      ,697     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243189    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3001    ,7   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,42270      ,42255     ,42282      ,42267     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,42330       ,42313       ,42348       ,42330      ,633     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243994    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3025    ,1   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,77370      ,77374     ,77382      ,77383     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,77430       ,77430       ,77448       ,77445      ,503     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,242264    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3029    ,9   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,33420      ,33400     ,33432      ,33411     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,33480       ,33459       ,33498       ,33473      ,663     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,244122    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3029    ,9   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,19920      ,19934     ,19932      ,19936     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,19980       ,19985       ,19998       ,19991      ,657     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,244122    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3088    ,5   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,31620      ,31663     ,31632      ,31673     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,31680       ,31724       ,31698       ,31734      ,570     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,242253    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3060    ,11  ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,62670      ,62701     ,62682      ,62711     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,62730       ,62753       ,62748       ,62775      ,701     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243189    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3029    ,9   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,42870      ,42963     ,42882      ,42976     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,42930       ,43022       ,42948       ,43036      ,667     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,244122    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3088    ,5   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,55470      ,55437     ,55482      ,55446     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,55530       ,55489       ,55548       ,55507      ,580     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,242253    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,4001    ,6   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,51270      ,51261     ,51282      ,51274     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,51330       ,51322       ,51348       ,51333      ,605     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,241483    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3001    ,7   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,79770      ,79753     ,79782      ,79762     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,79830       ,79806       ,79848       ,79818      ,649     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243994    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,4001    ,6   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,65670      ,65715     ,65682      ,65727     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,65730       ,65782       ,65748       ,65792      ,611     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,241483    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3025    ,1   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,53670      ,53687     ,53682      ,53697     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,53730       ,53743       ,53748       ,53753      ,493     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,242264    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3029    ,9   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,57270      ,57286     ,57282      ,57295     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,57330       ,57345       ,57348       ,57359      ,673     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,244122    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3088    ,5   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,82920      ,82945     ,82932      ,82954     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,82980       ,83009       ,82998       ,83021      ,592     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,242253    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3001    ,7   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,56670      ,56653     ,56682      ,56666     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,56730       ,56713       ,56748       ,56725      ,639     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243994    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,4001    ,6   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,56070      ,56066     ,56082      ,56075     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,56130       ,56123       ,56148       ,56133      ,607     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,241483    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,4001    ,6   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,36870      ,36911     ,36882      ,36914     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,36930       ,36960       ,36948       ,36965      ,599     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,241483    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3038    ,3   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,77970      ,77948     ,77982      ,77959     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,78030       ,78005       ,78048       ,78015      ,556     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243234    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3060    ,11  ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,76770      ,76798     ,76782      ,76808     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,76830       ,76856       ,76848       ,76867      ,707     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243189    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,2043    ,2   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,49470      ,49444     ,49482      ,49453     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,49530       ,49500       ,49548       ,49513      ,525     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,241201    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3038    ,3   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,73590      ,73580     ,73602      ,73584     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,73650       ,73634       ,73668       ,73639      ,554     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243234    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,2043    ,2   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,54270      ,54268     ,54282      ,54279     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,54330       ,54327       ,54348       ,54335      ,527     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,241201    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3060    ,11  ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,48270      ,48291     ,48282      ,48301     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,48330       ,48354       ,48348       ,48365      ,695     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243189    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3029    ,9   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,76170      ,76153     ,76182      ,76166     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,76230       ,76213       ,76248       ,76224      ,681     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,244122    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3088    ,5   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,45870      ,45840     ,45882      ,45851     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,45930       ,45898       ,45948       ,45911      ,576     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,242253    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3060    ,11  ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,38670      ,38714     ,38682      ,38727     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,38730       ,38779       ,38748       ,38789      ,691     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243189    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3001    ,7   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,75570      ,75520     ,75582      ,75536     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,75630       ,75578       ,75648       ,75590      ,647     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243994    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3025    ,1   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,48870      ,48866     ,48882      ,48875     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,48930       ,48925       ,48948       ,48938      ,491     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,242264    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,4001    ,6   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,60870      ,60890     ,60882      ,60902     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,60930       ,60953       ,60948       ,60964      ,609     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,241483    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3038    ,3   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,40470      ,40449     ,40482      ,40459     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,40530       ,40506       ,40548       ,40516      ,540     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243234    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3029    ,9   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,52470      ,52534     ,52482      ,52542     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,52530       ,52597       ,52548       ,52612      ,671     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,244122    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3029    ,9   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,38070      ,38079     ,38082      ,38092     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,38130       ,38142       ,38148       ,38154      ,665     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,244122    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3088    ,5   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,50670      ,50666     ,50682      ,50678     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,50730       ,50719       ,50748       ,50733      ,578     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,242253    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3060    ,11  ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,43470      ,43471     ,43482      ,43480     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,43530       ,43533       ,43548       ,43547      ,693     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243189    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3088    ,5   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,22620      ,22609     ,22632      ,22620     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,22680       ,22674       ,22698       ,22693      ,566     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,242253    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3001    ,7   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,32520      ,32521     ,32532      ,32531     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,32580       ,32575       ,32598       ,32586      ,629     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243994    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3025    ,1   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,68070      ,68086     ,68082      ,68095     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,68130       ,68142       ,68148       ,68153      ,499     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,242264    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,4001    ,6   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,79170      ,79181     ,79182      ,79183     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,79230       ,79226       ,79248       ,79242      ,617     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,241483    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3001    ,7   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,66270      ,66290     ,66282      ,66299     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,66330       ,66355       ,66348       ,66366      ,643     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243994    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3088    ,5   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,69870      ,69878     ,69882      ,69890     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,69930       ,69949       ,69948       ,69977      ,586     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,242253    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3088    ,5   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,74250      ,74209     ,74262      ,74219     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,74310       ,74264       ,74328       ,74278      ,588     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,242253    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3029    ,9   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,47670      ,47643     ,47682      ,47658     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,47730       ,47706       ,47748       ,47719      ,669     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,244122    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3025    ,1   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,29820      ,29791     ,29832      ,29801     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,29880       ,29853       ,29898       ,29861      ,483     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,242264    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3025    ,1   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,44070      ,44055     ,44082      ,44062     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,44130       ,44110       ,44148       ,44120      ,489     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,242264    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,2043    ,2   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,26220      ,26265     ,26232      ,26268     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,26280       ,26316       ,26298       ,26325      ,515     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,241201    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3038    ,3   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,64470      ,64493     ,64482      ,64503     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,64530       ,64554       ,64548       ,64564      ,550     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243234    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3060    ,11  ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,80970      ,81061     ,80982      ,81071     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,81030       ,81122       ,81048       ,81133      ,709     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243189    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,2043    ,2   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,68670      ,68672     ,68682      ,68681     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,68730       ,68740       ,68748       ,68753      ,533     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,241201    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3088    ,5   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,27120      ,27116     ,27132      ,27127     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,27180       ,27173       ,27198       ,27183      ,568     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,242253    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3025    ,1   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,58470      ,58446     ,58482      ,58457     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,58530       ,58506       ,58548       ,58516      ,495     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,242264    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3025    ,1   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,72930      ,72906     ,72942      ,72917     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,72990       ,72965       ,73008       ,72982      ,501     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,242264    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3001    ,7   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,23520      ,23468     ,23532      ,23479     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,23580       ,23531       ,23598       ,23541      ,625     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243994    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3001    ,7   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,83820      ,83795     ,83832      ,83799     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,83880       ,83837       ,83898       ,83851      ,651     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243994    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,2043    ,2   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,39870      ,39879     ,39882      ,39887     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,39930       ,39940       ,39948       ,39953      ,521     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,241201    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3038    ,3   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,50070      ,50026     ,50082      ,50037     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,50130       ,50082       ,50148       ,50093      ,544     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243234    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,4001    ,6   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,70470      ,70474     ,70482      ,70483     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,70530       ,70538       ,70548       ,70548      ,613     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,241483    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3001    ,7   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,71070      ,71046     ,71082      ,71050     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,71130       ,71104       ,71148       ,71115      ,645     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243994    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3088    ,5   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,60270      ,60236     ,60282      ,60248     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,60330       ,60290       ,60348       ,60307      ,582     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,242253    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3029    ,9   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,62070      ,62107     ,62082      ,62121     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,62130       ,62176       ,62148       ,62189      ,675     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,244122    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3025    ,1   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,39270      ,39293     ,39282      ,39298     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,39330       ,39352       ,39348       ,39361      ,487     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,242264    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,2043    ,2   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,35220      ,35216     ,35232      ,35223     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,35280       ,35279       ,35298       ,35290      ,519     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,241201    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3038    ,3   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,59670      ,59665     ,59682      ,59676     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,59730       ,59727       ,59748       ,59741      ,548     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,243234    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,3029    ,9   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,71670      ,71634     ,71682      ,71646     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,71730       ,71695       ,71748       ,71705      ,679     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,244122    ,2575       ,2630        ,43048            ,43701             
4    ,1       ,03.01.21     ,2043    ,2   ,4      ,2449         ,0                  ,SPOW          ,03.01.21 ,21720      ,21732     ,21732      ,21737     ,5       ,718           ,0                   ,TONA           ,03.01.21  ,21780       ,21785       ,21798       ,21794      ,513     ,138613    ,1    ,1     ,1      ,BALN - BTIE                           ,241201    ,2575       ,2630        ,43048            ,43701             
